Trait	Cell type	Pct. of sig. cells	ICePop discovery	Seismic discovery	scDRS discovery
Lymphocyte count	Monocyte	0.7462919594067136	True	True	False
Diastolic blood pressure	Basal cell	0.7999064983637214	True	True	False
Diastolic blood pressure	Mesenchymal stem cell of adipose	0.9142193112191	True	True	False
Diastolic blood pressure	Stromal cell	0.7970588235294118	True	True	False
Diastolic blood pressure	Chondrocyte	0.3163636363636363	True	True	False
Diastolic blood pressure	Pancreatic stellate cell	0.8125	True	True	False
Diastolic blood pressure	Fibroblast	0.7669172932330827	True	True	False
Diastolic blood pressure	Bladder cell	0.9960474308300395	True	True	False
Diastolic blood pressure	Adventitial cell	0.6678200692041523	True	True	False
Diastolic blood pressure	Endothelial cell of hepatic sinusoid	0.7925445705024311	True	True	False
Diastolic blood pressure	Fibroblast of lung	0.9606625258799172	True	True	False
Diastolic blood pressure	Fibroblast of cardiac tissue	0.912633723892002	True	True	False
Diastolic blood pressure	Mesenchymal stem cell	0.7179846046186145	True	True	False
Eosinophil count	Hematopoietic stem cell	0.9534180278281912	True	True	False
Eosinophil count	Capillary endothelial cells	0.6863486065186585	True	True	False
Eosinophil count	Granulocyte monocyte progenitor cell	0.784	True	True	False
Eosinophil count	Late pro-B cell	0.9124087591240876	True	True	False
Eosinophil count	Granulocytopoietic cell	0.8509316770186336	True	True	False
Eosinophil count	Microglial cell	0.9626921917395236	True	True	False
Eosinophil count	Monocyte	0.7619047619047619	True	True	False
Hypertension	Mesenchymal stem cell of adipose	0.8419607014578492	True	True	False
Hypertension	Smooth muscle cell of the pulmonary artery	0.8558558558558559	True	True	False
Hypertension	Fenestrated cell	0.9589552238805972	True	True	False
Hypertension	Vein endothelial cell	0.7828947368421053	True	True	False
Hypertension	Pancreatic stellate cell	0.8125	True	True	False
Hypertension	Pulmonary interstitial fibroblast	0.82	True	True	False
Hypertension	Bladder cell	0.9486166007905138	True	True	False
Hypertension	Adventitial cell	0.6678200692041523	True	True	False
Hypertension	Endothelial cell of hepatic sinusoid	0.5818476499189628	True	True	False
Hypertension	Fibroblast of lung	0.9606625258799172	True	True	False
Hypertension	Fibroblast of cardiac tissue	0.7977585328578706	True	True	False
Crohn disease	Immature B cell	0.8166383701188455	True	True	False
Crohn disease	Precursor B cell	0.7429906542056075	True	True	False
Crohn disease	Microglial cell	0.9375942116370214	True	True	False
Alanine aminotransferase	Immature B cell	0.8166383701188455	True	True	False
Alanine aminotransferase	Intestinal crypt stem cell	0.8144395186827106	True	True	False
Alanine aminotransferase	Hematopoietic stem cell	0.8932244404113733	True	True	False
Alanine aminotransferase	Non-classical monocyte	0.7248322147651006	True	True	False
Alanine aminotransferase	Naive B cell	0.5599864819195675	True	True	False
Alanine aminotransferase	Classical monocyte	0.504950495049505	True	True	False
Alanine aminotransferase	Promonocyte	0.8019704433497536	True	True	False
Alanine aminotransferase	Myeloid leukocyte	0.4976076555023923	True	True	False
Alanine aminotransferase	Granulocyte monocyte progenitor cell	0.704	True	True	False
Alanine aminotransferase	Secretory cell	0.822380106571936	True	True	False
Alanine aminotransferase	Proerythroblast	0.2616822429906542	True	True	False
Alanine aminotransferase	Pancreatic stellate cell	0.8125	True	True	False
Alanine aminotransferase	Pancreatic ductal cell	0.977635782747604	True	True	False
Alanine aminotransferase	Pulmonary interstitial fibroblast	0.82	True	True	False
Alanine aminotransferase	Endothelial cell of hepatic sinusoid	0.8946515397082658	True	True	False
Multiple sclerosis	Late pro-B cell	0.6982968369829684	True	True	False
Waist hip ratio adjusted BMI	Bulge keratinocyte	0.9523809523809524	True	True	False
Waist hip ratio adjusted BMI	Basal cell	0.8027115474520804	True	True	False
Waist hip ratio adjusted BMI	Fenestrated cell	0.9589552238805972	True	True	False
Waist hip ratio adjusted BMI	Pericyte cell	0.8947368421052632	True	True	False
