celltype	pvalue	q	trait	discovery	z
lymphoid progenitor cell	0.288815605294259	0.663730652972952	UKB_460K.body_BALDING1	False	0.5568481094339468
NK cell	0.3075631348231	0.663730652972952	UKB_460K.body_BALDING1	False	0.5027695995822129
CD8-positive, alpha-beta T cell	0.309033584813606	0.663730652972952	UKB_460K.body_BALDING1	False	0.4985915352392209
microglial cell	0.31406761399311	0.663730652972952	UKB_460K.body_BALDING1	False	0.48435319736959687
endothelial cell of coronary artery	0.316382724917176	0.663730652972952	UKB_460K.body_BALDING1	False	0.4778380879665954
classical monocyte	0.322256073426611	0.663730652972952	UKB_460K.body_BALDING1	False	0.46139930946476687
precursor B cell	0.323211756223446	0.663730652972952	UKB_460K.body_BALDING1	False	0.4587363429166533
B cell	0.332427235511429	0.663730652972952	UKB_460K.body_BALDING1	False	0.43322066003707993
mucus secreting cell	0.334918164726048	0.663730652972952	UKB_460K.body_BALDING1	False	0.4263726471044698
skeletal muscle satellite cell	0.337396415261251	0.663730652972952	UKB_460K.body_BALDING1	False	0.41957927581775234
myeloid leukocyte	0.355703700603092	0.683366308722253	UKB_460K.body_BALDING1	False	0.36996656721837984
mesangial cell	0.358767312079183	0.683366308722253	UKB_460K.body_BALDING1	False	0.3617556668413789
epithelial cell of proximal tubule	0.38366191426504	0.711549756013931	UKB_460K.body_BALDING1	False	0.2958772460089277
pancreatic B cell	0.385422784507546	0.711549756013931	UKB_460K.body_BALDING1	False	0.2912690333201532
kidney collecting duct epithelial cell	0.393734447951808	0.713579852159388	UKB_460K.body_BALDING1	False	0.26959883603980384
proerythroblast	0.398415417455658	0.713579852159388	UKB_460K.body_BALDING1	False	0.2574507435587737
pancreatic A cell	0.405014023623083	0.714730629923088	UKB_460K.body_BALDING1	False	0.2403898484897558
smooth muscle cell	0.419186218452612	0.729019510352369	UKB_460K.body_BALDING1	False	0.20397576574560455
mature NK T cell	0.433571576808698	0.743265560243483	UKB_460K.body_BALDING1	False	0.16728837123355894
plasma cell	0.440918552536154	0.745214454990682	UKB_460K.body_BALDING1	False	0.14864076425528053
Kupffer cell	0.448078230165635	0.746797050276059	UKB_460K.body_BALDING1	False	0.1305181942574962
dendritic cell	0.46703197114855	0.767723788189398	UKB_460K.body_BALDING1	False	0.08273287714195868
T cell	0.479716032815182	0.773540630257664	UKB_460K.body_BALDING1	False	0.05086629222514468
endocardial cell	0.488753885859891	0.773540630257664	UKB_460K.body_BALDING1	False	0.02819356230685763
ciliated columnar cell of tracheobronchial tree	0.489909065829854	0.773540630257664	UKB_460K.body_BALDING1	False	0.025296918709495863
leukocyte	0.538316700848105	0.838935118204839	UKB_460K.body_BALDING1	False	-0.09619387121717037
early pro-B cell	0.560185255261255	0.8618234696327	UKB_460K.body_BALDING1	False	-0.1514389203576537
megakaryocyte-erythroid progenitor cell	0.572108942910241	0.869026242395302	UKB_460K.body_BALDING1	False	-0.18174593647965015
pancreatic D cell	0.594043530719617	0.888748153972937	UKB_460K.body_BALDING1	False	-0.23795894269792914
lymphocyte	0.603041906218154	0.888748153972937	UKB_460K.body_BALDING1	False	-0.2612286472626845
kidney collecting duct principal cell	0.607311238548174	0.888748153972937	UKB_460K.body_BALDING1	False	-0.2723179923640509
enterocyte of epithelium of large intestine	0.634463242237194	0.906207849813034	UKB_460K.body_BALDING1	False	-0.3436978669058392
monocyte	0.638754816185801	0.906207849813034	UKB_460K.body_BALDING1	False	-0.35513244974588404
basal epithelial cell of tracheobronchial tree	0.641897226950899	0.906207849813034	UKB_460K.body_BALDING1	False	-0.3635346336188586
lung neuroendocrine cell	0.721190745498624	0.999999997265112	UKB_460K.body_BALDING1	False	-0.5863824891363393
granulocytopoietic cell	0.730996310774715	0.999999997265112	UKB_460K.body_BALDING1	False	-0.6158290103725469
type II pneumocyte	0.754520398014308	0.999999997265112	UKB_460K.body_BALDING1	False	-0.6887840029779786
club cell of bronchiole	0.75455961807242	0.999999997265112	UKB_460K.body_BALDING1	False	-0.6889086369804656
ependymal cell	0.756292050619054	0.999999997265112	UKB_460K.body_BALDING1	False	-0.694424715016412
neutrophil	0.799299094754179	0.999999997265112	UKB_460K.body_BALDING1	False	-0.8391202913554086
granulocyte monocyte progenitor cell	0.814757770080869	0.999999997265112	UKB_460K.body_BALDING1	False	-0.8955662649539333
vein endothelial cell	0.822322164301183	0.999999997265112	UKB_460K.body_BALDING1	False	-0.9242509551995438
granulocyte	0.822913926872745	0.999999997265112	UKB_460K.body_BALDING1	False	-0.9265270500309113
Bergmann glial cell	0.836801218634672	0.999999997265112	UKB_460K.body_BALDING1	False	-0.9813958685495507
epithelial cell	0.866253266075475	0.999999997265112	UKB_460K.body_BALDING1	False	-1.1088533113202905
epithelial cell of thymus	0.878242198140561	0.999999997265112	UKB_460K.body_BALDING1	False	-1.1662445040984093
bronchial smooth muscle cell	0.886650092177603	0.999999997265112	UKB_460K.body_BALDING1	False	-1.2089037751461829
macrophage	0.895037610522451	0.999999997265112	UKB_460K.body_BALDING1	False	-1.2537723032238932
kidney loop of Henle ascending limb epithelial cell	0.898926131661867	0.999999997265112	UKB_460K.body_BALDING1	False	-1.2754564288821018
enteroendocrine cell	0.909037880947764	0.999999997265112	UKB_460K.body_BALDING1	False	-1.334853687105541
aortic endothelial cell	0.940068376371158	0.999999997265112	UKB_460K.body_BALDING1	False	-1.555347849139498
pancreatic acinar cell	0.947022773699006	0.999999997265112	UKB_460K.body_BALDING1	False	-1.6166472214433831
myeloid dendritic cell	0.949214932222633	0.999999997265112	UKB_460K.body_BALDING1	False	-1.6372888213249424
oligodendrocyte	0.961349350485663	0.999999997265112	UKB_460K.body_BALDING1	False	-1.7665638534282009
hepatocyte	0.97281085322383	0.999999997265112	UKB_460K.body_BALDING1	False	-1.9238108769480056
thymocyte	0.973987064804693	0.999999997265112	UKB_460K.body_BALDING1	False	-1.9429196246402782
interneuron	0.983825310194524	0.999999997265112	UKB_460K.body_BALDING1	False	-2.1400666647339586
neuroepithelial cell	0.984750045117222	0.999999997265112	UKB_460K.body_BALDING1	False	-2.163536887574443
myeloid cell	0.992122705788918	0.999999997265112	UKB_460K.body_BALDING1	False	-2.4145516659093262
Brush cell of epithelium proper of large intestine	0.99325341100482	0.999999997265112	UKB_460K.body_BALDING1	False	-2.4704802223853455
astrocyte	0.995061615163973	0.999999997265112	UKB_460K.body_BALDING1	False	-2.5801140265102975
neuronal stem cell	0.996097040914493	0.999999997265112	UKB_460K.body_BALDING1	False	-2.6603513228994786
ventricular myocyte	0.999387564505253	0.999999997265112	UKB_460K.body_BALDING1	False	-3.2330244033807727
atrial myocyte	0.999631710866173	0.999999997265112	UKB_460K.body_BALDING1	False	-3.375589139031424
professional antigen presenting cell	0.999983710868877	0.999999997265112	UKB_460K.body_BALDING1	False	-4.154652258044562
fibrocyte	0.999985782027895	0.999999997265112	UKB_460K.body_BALDING1	False	-4.1856434284459985
neuron	0.999993239841708	0.999999997265112	UKB_460K.body_BALDING1	False	-4.35150998070405
oligodendrocyte precursor cell	0.999999882908335	0.999999997265112	UKB_460K.body_BALDING1	False	-5.169928696646811
medium spiny neuron	0.999999997265112	0.999999997265112	UKB_460K.body_BALDING1	False	-5.832210784498199
medium spiny neuron	1.16911392799278e-06	0.0001402936713591	PASS_ADHD_Demontis2018	True	4.721751045016973
neuron	2.62782593169019e-05	0.0015766955590141	PASS_ADHD_Demontis2018	True	4.043957195341198
fenestrated cell	0.0003048984626859	0.0121959385074366	PASS_ADHD_Demontis2018	True	3.427219060621381
pancreatic A cell	0.000969929239824	0.0290978771947224	PASS_ADHD_Demontis2018	True	3.0992887688381554
neuronal stem cell	0.0014921180884965	0.0321274204852939	PASS_ADHD_Demontis2018	True	2.969357056940731
pancreatic PP cell	0.0016063710242646	0.0321274204852939	PASS_ADHD_Demontis2018	True	2.9466137744722545
oligodendrocyte precursor cell	0.0041345246331723	0.0708775651400974	PASS_ADHD_Demontis2018	True	2.6408820879562502
interneuron	0.0111006168943534	0.164330803118431	PASS_ADHD_Demontis2018	False	2.2869073112352125
pancreatic B cell	0.0123248102338823	0.164330803118431	PASS_ADHD_Demontis2018	False	2.2468499155499186
pancreatic D cell	0.0214648418927713	0.257578102713255	PASS_ADHD_Demontis2018	False	2.024393463426148
mucus secreting cell	0.0346956471361696	0.378497968758214	PASS_ADHD_Demontis2018	False	1.815863625669458
bronchial smooth muscle cell	0.0429941843511343	0.415515733110369	PASS_ADHD_Demontis2018	False	1.7169496681136003
lung neuroendocrine cell	0.04501420442029	0.415515733110369	PASS_ADHD_Demontis2018	False	1.6952478727652684
kidney collecting duct epithelial cell	0.0526384361767026	0.451186595800308	PASS_ADHD_Demontis2018	False	1.6197924328405586
pancreatic ductal cell	0.0886697514025135	0.681824494486483	PASS_ADHD_Demontis2018	False	1.3489921024221865
endothelial cell of lymphatic vessel	0.0912646196247818	0.681824494486483	PASS_ADHD_Demontis2018	False	1.3330078148408613
vein endothelial cell	0.0985940814205986	0.681824494486483	PASS_ADHD_Demontis2018	False	1.289604067242362
endocardial cell	0.102273674172972	0.681824494486483	PASS_ADHD_Demontis2018	False	1.2687020575635872
endothelial cell of coronary artery	0.152285162608412	0.9618010270005	PASS_ADHD_Demontis2018	False	1.0266817931756533
keratinocyte stem cell	0.164816715090702	0.988900290544214	PASS_ADHD_Demontis2018	False	0.9748525011368923
plasma cell	0.197010066919219	0.994460327559303	PASS_ADHD_Demontis2018	False	0.8523495109933036
proerythroblast	0.199546641707836	0.994460327559303	PASS_ADHD_Demontis2018	False	0.8432416957727822
smooth muscle cell of trachea	0.212294235683714	0.994460327559303	PASS_ADHD_Demontis2018	False	0.7984860739962787
epithelial cell of proximal tubule	0.230366548141932	0.994460327559303	PASS_ADHD_Demontis2018	False	0.7376402390152366
atrial myocyte	0.234893792460255	0.994460327559303	PASS_ADHD_Demontis2018	False	0.7228247087738263
Bergmann glial cell	0.249273364886071	0.994460327559303	PASS_ADHD_Demontis2018	False	0.6767781400087551
chondrocyte	0.25823303222957	0.994460327559303	PASS_ADHD_Demontis2018	False	0.6488024642522825
DN4 thymocyte	0.28274509106298	0.994460327559303	PASS_ADHD_Demontis2018	False	0.5747059509010976
ventricular myocyte	0.285963394687276	0.994460327559303	PASS_ADHD_Demontis2018	False	0.565216096720471
endothelial cell of hepatic sinusoid	0.293152098577664	0.994460327559303	PASS_ADHD_Demontis2018	False	0.5441994981332754
type I pneumocyte	0.295773245750763	0.994460327559303	PASS_ADHD_Demontis2018	False	0.5365963129624963
kidney loop of Henle ascending limb epithelial cell	0.301480629093733	0.994460327559303	PASS_ADHD_Demontis2018	False	0.5201468048932176
ependymal cell	0.304912928927684	0.994460327559303	PASS_ADHD_Demontis2018	False	0.5103220492467009
pericyte cell	0.310422882640841	0.994460327559303	PASS_ADHD_Demontis2018	False	0.4946520341895889
astrocyte	0.323554091435919	0.994460327559303	PASS_ADHD_Demontis2018	False	0.4577832332328203
lymphoid progenitor cell	0.324000678952647	0.994460327559303	PASS_ADHD_Demontis2018	False	0.456540495024775
smooth muscle cell of the pulmonary artery	0.33255692120282	0.994460327559303	PASS_ADHD_Demontis2018	False	0.4328636317364881
luminal epithelial cell of mammary gland	0.355818537063711	0.994460327559303	PASS_ADHD_Demontis2018	False	0.3696583427850582
pulmonary interstitial fibroblast	0.370326306271866	0.994460327559303	PASS_ADHD_Demontis2018	False	0.3309892408032437
respiratory basal cell	0.38790892614855	0.994460327559303	PASS_ADHD_Demontis2018	False	0.2847732697610462
kidney collecting duct principal cell	0.409909389533014	0.994460327559303	PASS_ADHD_Demontis2018	False	0.22777806629395606
endothelial cell	0.430146301164108	0.994460327559303	PASS_ADHD_Demontis2018	False	0.17600170580566105
bulge keratinocyte	0.434212368792665	0.994460327559303	PASS_ADHD_Demontis2018	False	0.16565973165355205
bladder cell	0.456429203182514	0.994460327559303	PASS_ADHD_Demontis2018	False	0.10943382501264239
brain pericyte	0.469062578152449	0.994460327559303	PASS_ADHD_Demontis2018	False	0.07762650719664385
fibroblast of lung	0.47827330093367	0.994460327559303	PASS_ADHD_Demontis2018	False	0.05448770771071885
immature B cell	0.490304313219372	0.994460327559303	PASS_ADHD_Demontis2018	False	0.024305875633895704
late pro-B cell	0.514597877580601	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.03659962211449036
aortic endothelial cell	0.521484544109013	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.05387982355557051
oligodendrocyte	0.522693653825391	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.05691526746485434
granulocytopoietic cell	0.535860113898214	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.09000936580723255
monocyte	0.550903181951924	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.12794356292018705
pancreatic acinar cell	0.55297111958378	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.13317148600611148
valve cell	0.556846936876951	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.1429798104925245
lung macrophage	0.561711418058716	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.15530970637803576
basal cell	0.564571753501462	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.16257065562550346
smooth muscle cell	0.58165047447	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.2061176000917988
intestinal crypt stem cell	0.592525361260668	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.23404598699324292
megakaryocyte-erythroid progenitor cell	0.605133562879867	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.2666575066956806
epidermal cell	0.625127744595794	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.31897626548838376
naive B cell	0.628991039285141	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.32918227249997273
pancreatic stellate cell	0.638340748485872	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.35402719459872367
CD4-positive, alpha-beta T cell	0.673768558384149	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.4503433536187406
B cell	0.708942641350917	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.5502984060998113
hematopoietic stem cell	0.712990159395011	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.5621414031301284
epithelial cell of thymus	0.741103834647331	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.646752203764842
microglial cell	0.761948037284399	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.7125828529310045
non-classical monocyte	0.763032679309957	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.7160918410449696
regulatory T cell	0.771789452044934	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.7447529282897232
intermediate monocyte	0.776748739793143	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.7612587720386521
stromal cell	0.778839041641297	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.7682782109576245
fibroblast	0.790207094965367	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.8071400328898363
classical monocyte	0.813163894202862	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.8896158144936999
Brush cell of epithelium proper of large intestine	0.813785670996453	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.8919333495706442
ciliated columnar cell of tracheobronchial tree	0.822216074186006	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.9238434070814883
type II pneumocyte	0.824565406457712	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.9329046775182124
early pro-B cell	0.829711738511347	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.9530267391090568
basal cell of epidermis	0.829762774594469	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.9532282205806017
enteroendocrine cell	0.831907836656538	0.994460327559303	PASS_ADHD_Demontis2018	False	-0.9617318347625986
adventitial cell	0.853997703028134	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.0537342707981068
thymocyte	0.862335859092794	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.0908741074493549
mesangial cell	0.862501946832227	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.0916292222762052
professional antigen presenting cell	0.867200291714338	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.1132538601485462
skeletal muscle satellite cell	0.867281095548301	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.1136303306128545
precursor B cell	0.871885635240345	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.13534993038559
mature alpha-beta T cell	0.876604097640266	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.1581770185951514
club cell of bronchiole	0.876789572261584	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.159086678193555
CD8-positive, alpha-beta T cell	0.881599286529335	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.1830194806792367
fibrocyte	0.883128447665315	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.1907719976838875
lymphocyte	0.889354852536075	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.223104325954559
granulocyte	0.890300818238704	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.2281294866853538
plasmacytoid dendritic cell	0.9125923026321	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.3568924229870258
hepatocyte	0.913255644224237	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.3610790434094122
macrophage	0.919044777115795	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.3986750620173307
fibroblast of cardiac tissue	0.919714151099436	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.4031513955825332
T cell	0.92308425687967	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.4261276936241438
mature NK T cell	0.924781997473498	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.4379931242275958
mesenchymal stem cell of adipose	0.927993070304346	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.4610057647978532
myeloid dendritic cell	0.928637743159747	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.4657202552177497
neuroepithelial cell	0.929814092882661	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.4744078422091857
NK cell	0.932504013753329	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.494702994299127
keratinocyte	0.944145835682111	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.5905613493276485
bladder urothelial cell	0.944889442233663	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.5972000771746688
enterocyte of epithelium of large intestine	0.947554730027764	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.6215929184117166
promonocyte	0.951076635751122	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.655383511413653
leukocyte	0.951239317385942	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.6569906511230772
secretory cell	0.952237102029065	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.6669427162059756
epithelial cell of large intestine	0.95361427970893	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.680956106887406
large intestine goblet cell	0.960208056963533	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.7531055790883237
dendritic cell	0.968856808504376	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.8642515800715458
neutrophil	0.974871917310112	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.957777170455609
granulocyte monocyte progenitor cell	0.975034167838151	0.994460327559303	PASS_ADHD_Demontis2018	False	-1.9605489343114635
basophil	0.982112067270936	0.994460327559303	PASS_ADHD_Demontis2018	False	-2.0994657330887296
myeloid cell	0.987474436762413	0.994460327559303	PASS_ADHD_Demontis2018	False	-2.2406134229981722
mesenchymal stem cell	0.988653600286946	0.994460327559303	PASS_ADHD_Demontis2018	False	-2.278567303425344
kidney interstitial fibroblast	0.989158632050688	0.994460327559303	PASS_ADHD_Demontis2018	False	-2.2958801344826494
epithelial cell	0.98939738973258	0.994460327559303	PASS_ADHD_Demontis2018	False	-2.304310489847517
basal epithelial cell of tracheobronchial tree	0.991545571259148	0.994460327559303	PASS_ADHD_Demontis2018	False	-2.388683597011443
Kupffer cell	0.992482122746079	0.994460327559303	PASS_ADHD_Demontis2018	False	-2.4315167158304387
myeloid leukocyte	0.994460327559303	0.994460327559303	PASS_ADHD_Demontis2018	False	-2.540186255610195
classical monocyte	4.24432763140255e-10	5.09319315768306e-08	PASS_Alzheimers_Jansen2019	True	6.1355097621946175
non-classical monocyte	1.0113377062631302e-09	6.0680262375788e-08	PASS_Alzheimers_Jansen2019	True	5.995975480514274
intermediate monocyte	2.44165292361335e-08	9.7666116944534e-07	PASS_Alzheimers_Jansen2019	True	5.455507906929449
myeloid leukocyte	4.49953664234202e-08	1.34986099270261e-06	PASS_Alzheimers_Jansen2019	True	5.345856001597035
promonocyte	1.0456443791242e-05	0.0002509546509898	PASS_Alzheimers_Jansen2019	True	4.25491453865353
neutrophil	4.20814719645682e-05	0.0008416294392913	PASS_Alzheimers_Jansen2019	True	3.9322258296031247
macrophage	7.74323142889775e-05	0.0013274111020967	PASS_Alzheimers_Jansen2019	True	3.783136178599682
basophil	0.0001925853408312	0.0028887801124692	PASS_Alzheimers_Jansen2019	True	3.5500413263509225
monocyte	0.0003720878105518	0.0049611708073585	PASS_Alzheimers_Jansen2019	True	3.372764537663679
Kupffer cell	0.000701412804062	0.007813350439044	PASS_Alzheimers_Jansen2019	True	3.194069046519352
granulocyte	0.000771896581227	0.007813350439044	PASS_Alzheimers_Jansen2019	True	3.166322906254928
leukocyte	0.0007813350439044	0.007813350439044	PASS_Alzheimers_Jansen2019	True	3.162786275356599
B cell	0.0012572982880428	0.0114330475830255	PASS_Alzheimers_Jansen2019	True	3.0215794291333737
naive B cell	0.0013338555513529	0.0114330475830255	PASS_Alzheimers_Jansen2019	True	3.0036396231438776
myeloid dendritic cell	0.0022511829512764	0.0180094636102115	PASS_Alzheimers_Jansen2019	True	2.8406360817399747
immature B cell	0.0033642511900112	0.0252318839250843	PASS_Alzheimers_Jansen2019	True	2.709991049611518
proerythroblast	0.0040518149178381	0.0286010464788578	PASS_Alzheimers_Jansen2019	True	2.647721312734271
hepatocyte	0.0054482916959165	0.0363219446394433	PASS_Alzheimers_Jansen2019	True	2.545997931887382
megakaryocyte-erythroid progenitor cell	0.0110943517840834	0.0700695902152634	PASS_Alzheimers_Jansen2019	True	2.287121992131596
microglial cell	0.012478525916043	0.0748711554962582	PASS_Alzheimers_Jansen2019	True	2.2420668541466977
lung macrophage	0.0137503185083497	0.0785732486191413	PASS_Alzheimers_Jansen2019	True	2.2043372229525473
endothelial cell of hepatic sinusoid	0.0246129428799705	0.13425241570893	PASS_Alzheimers_Jansen2019	False	1.966629969732157
precursor B cell	0.043107652047849	0.22222631686875	PASS_Alzheimers_Jansen2019	False	1.7157090688177858
mature NK T cell	0.0468012358318084	0.22222631686875	PASS_Alzheimers_Jansen2019	False	1.6766932989429115
dendritic cell	0.047527537497078	0.22222631686875	PASS_Alzheimers_Jansen2019	False	1.6693144650787952
epidermal cell	0.0481490353215626	0.22222631686875	PASS_Alzheimers_Jansen2019	False	1.6630717666449752
granulocyte monocyte progenitor cell	0.0736682427246368	0.327414412109497	PASS_Alzheimers_Jansen2019	False	1.4490039286308272
NK cell	0.0803287609956541	0.344266118552803	PASS_Alzheimers_Jansen2019	False	1.4028635836482566
enterocyte of epithelium of large intestine	0.119150685062015	0.492274206623298	PASS_Alzheimers_Jansen2019	False	1.1792431457771877
mature alpha-beta T cell	0.123068551655824	0.492274206623298	PASS_Alzheimers_Jansen2019	False	1.1597831568920167
granulocytopoietic cell	0.152299737622968	0.58679826921834	PASS_Alzheimers_Jansen2019	False	1.0266199096964264
respiratory basal cell	0.160211607271284	0.58679826921834	PASS_Alzheimers_Jansen2019	False	0.9935885628764068
keratinocyte	0.161369524035044	0.58679826921834	PASS_Alzheimers_Jansen2019	False	0.988844868030732
vein endothelial cell	0.18939523730067	0.65200347227862	PASS_Alzheimers_Jansen2019	False	0.8801270726420009
plasmacytoid dendritic cell	0.196458817408808	0.65200347227862	PASS_Alzheimers_Jansen2019	False	0.8543381862155908
hematopoietic stem cell	0.200591219839666	0.65200347227862	PASS_Alzheimers_Jansen2019	False	0.8395113198252143
epithelial cell of proximal tubule	0.210359008592382	0.65200347227862	PASS_Alzheimers_Jansen2019	False	0.8051761849475785
kidney interstitial fibroblast	0.211282377053746	0.65200347227862	PASS_Alzheimers_Jansen2019	False	0.8019796081784347
bladder urothelial cell	0.213025228615095	0.65200347227862	PASS_Alzheimers_Jansen2019	False	0.7959683061425075
pancreatic ductal cell	0.21733449075954	0.65200347227862	PASS_Alzheimers_Jansen2019	False	0.7812270251447085
plasma cell	0.26284804336599	0.769311346437043	PASS_Alzheimers_Jansen2019	False	0.6345896399502949
basal cell of epidermis	0.281075207733132	0.803072022094662	PASS_Alzheimers_Jansen2019	False	0.579650373975119
DN4 thymocyte	0.291301883185212	0.812935487958731	PASS_Alzheimers_Jansen2019	False	0.5495854126340336
pancreatic B cell	0.33380634925067	0.910380952501826	PASS_Alzheimers_Jansen2019	False	0.4294267386040344
thymocyte	0.362331112411952	0.966216299765206	PASS_Alzheimers_Jansen2019	False	0.35223474095231955
type I pneumocyte	0.389635392378527	0.989399485440278	PASS_Alzheimers_Jansen2019	False	0.28026945326025354
lymphocyte	0.393635701179105	0.989399485440278	PASS_Alzheimers_Jansen2019	False	0.2698555271955845
large intestine goblet cell	0.402767537625799	0.989399485440278	PASS_Alzheimers_Jansen2019	False	0.24619010460715826
lymphoid progenitor cell	0.405577586258901	0.989399485440278	PASS_Alzheimers_Jansen2019	False	0.23893604824867287
secretory cell	0.42027506789352	0.989399485440278	PASS_Alzheimers_Jansen2019	False	0.2011898397299303
ependymal cell	0.420494781312118	0.989399485440278	PASS_Alzheimers_Jansen2019	False	0.20062787179980357
kidney collecting duct epithelial cell	0.434991842042944	0.996472612415528	PASS_Alzheimers_Jansen2019	False	0.1636792109296268
endocardial cell	0.440108737150191	0.996472612415528	PASS_Alzheimers_Jansen2019	False	0.15069353375471412
ciliated columnar cell of tracheobronchial tree	0.448448543547112	0.996552318993583	PASS_Alzheimers_Jansen2019	False	0.12958207328535398
CD8-positive, alpha-beta T cell	0.48831116277728	0.997926830515688	PASS_Alzheimers_Jansen2019	False	0.029303763248277836
CD4-positive, alpha-beta T cell	0.492026021045614	0.997926830515688	PASS_Alzheimers_Jansen2019	False	0.019989132189549542
intestinal crypt stem cell	0.50572713735705	0.997926830515688	PASS_Alzheimers_Jansen2019	False	-0.01435629756330023
club cell of bronchiole	0.513381990611943	0.997926830515688	PASS_Alzheimers_Jansen2019	False	-0.03354996895271568
regulatory T cell	0.526942614784229	0.997926830515688	PASS_Alzheimers_Jansen2019	False	-0.06758653998742738
luminal epithelial cell of mammary gland	0.527790390375967	0.997926830515688	PASS_Alzheimers_Jansen2019	False	-0.06971661230322052
bronchial smooth muscle cell	0.532143866430889	0.997926830515688	PASS_Alzheimers_Jansen2019	False	-0.08066010229977025
basal cell	0.536764516286081	0.997926830515688	PASS_Alzheimers_Jansen2019	False	-0.0922858034646085
myeloid cell	0.559542530962138	0.997926830515688	PASS_Alzheimers_Jansen2019	False	-0.14980946952442106
early pro-B cell	0.595103002639193	0.997926830515688	PASS_Alzheimers_Jansen2019	False	-0.24069180012440158
pancreatic PP cell	0.619951845922995	0.997926830515688	PASS_Alzheimers_Jansen2019	False	-0.30535432073540303
pancreatic A cell	0.62383908743563	0.997926830515688	PASS_Alzheimers_Jansen2019	False	-0.3155793348111317
smooth muscle cell of the pulmonary artery	0.638462167952337	0.997926830515688	PASS_Alzheimers_Jansen2019	False	-0.3543512500850449
valve cell	0.647647930079242	0.997926830515688	PASS_Alzheimers_Jansen2019	False	-0.3789780821967704
keratinocyte stem cell	0.650169862258576	0.997926830515688	PASS_Alzheimers_Jansen2019	False	-0.385779099589754
neuronal stem cell	0.684096401881797	0.997926830515688	PASS_Alzheimers_Jansen2019	False	-0.47918475837515573
late pro-B cell	0.692057735150275	0.997926830515688	PASS_Alzheimers_Jansen2019	False	-0.5016915210899313
