Gene	Entrez	Cell group	FDR	Associated	Influence score	Influence score rank	In SFARI
C11orf87	399947	2	0.2942020029586559	False	0.09260309473094576	7.0	False
SYT10	341359	2	0.2942020029586559	False	0.09033596416105164	8.0	False
PLCZ1	89869	2	0.2942020029586559	False	0.0865446725643968	9.0	False
MATN1	4146	2	0.2942020029586559	False	0.08479727177603615	10.0	False
TMEM200C	645369	2	0.2942020029586559	False	0.08475076118483868	11.0	False
RTBDN	83546	2	0.2942020029586559	False	0.08156715321443268	12.0	False
DNAH1	25981	2	0.2942020029586559	False	0.08006851347853543	13.0	False
CAMKV	79012	2	0.2942020029586559	False	0.07726225602303925	14.0	False
CELSR3	1951	2	0.2942020029586559	False	0.07655410711997182	15.0	False
TRAM1L1	133022	2	0.2942020029586559	False	0.07576503311106517	16.0	False
GML	2765	2	0.2942020029586559	False	0.06677291317692169	17.0	False
NPTXR	23467	2	0.2942020029586559	False	0.0657547244329487	18.0	False
ANKRD34C	390616	2	0.2942020029586559	False	0.06408199995696813	19.0	False
PLAAT1	57110	2	0.2942020029586559	False	0.053855341804278714	20.0	False
PAQR9	344838	2	0.2942020029586559	False	0.05331963467935114	21.0	False
SCN9A	6335	2	0.2942020029586559	False	0.05323708507181501	22.0	True
OLFM2	93145	2	0.2942020029586559	False	0.051844199473374604	23.0	False
ISLR2	57611	2	0.2942020029586559	False	0.05105185800082756	24.0	False
COLQ	8292	2	0.2942020029586559	False	0.05084947370277411	25.0	False
CHRNA5	1138	2	0.2942020029586559	False	0.05014464302902509	26.0	False
KCNJ1	3758	2	0.2942020029586559	False	0.05007767848464373	27.0	False
LINGO3	645191	2	0.2942020029586559	False	0.04834489821155532	28.0	False
MRGPRE	116534	2	0.2942020029586559	False	0.0464119304097536	29.0	False
SEPTIN3	55964	2	0.2942020029586559	False	0.04585182345394083	30.0	False
JAKMIP3	282973	2	0.2942020029586559	False	0.04570060634427856	31.0	False
CPLX1	10815	2	0.2942020029586559	False	0.04569053627978235	32.0	False
DNAJC6	9829	2	0.2942020029586559	False	0.04524400137584282	33.0	False
TTC9B	148014	2	0.2942020029586559	False	0.04401379208511423	34.0	False
LHFPL5	222662	2	0.2942020029586559	False	0.04336998637141722	35.0	False
VWA5B1	127731	2	0.2942020029586559	False	0.04106458771041281	36.0	False
AGAP2	116986	2	0.2942020029586559	False	0.04076723005889113	37.0	True
GPR176	11245	2	0.2942020029586559	False	0.040202697258966594	38.0	False
ZNF365	22891	2	0.2942020029586559	False	0.03741231100044681	39.0	False
TRANK1	9881	2	0.2942020029586559	False	0.03723322584107767	40.0	False
CDH7	1005	2	0.2942020029586559	False	0.037233103541944236	41.0	False
CADM3	57863	2	0.2942020029586559	False	0.03705687972079124	42.0	False
FAM20C	56975	2	0.2942020029586559	False	0.03639501988596261	43.0	False
PRRT2	112476	2	0.2942020029586559	False	0.035909986137830856	44.0	False
TGM7	116179	2	0.2942020029586559	False	0.0358953633150278	45.0	False
RAD51AP2	729475	2	0.2942020029586559	False	0.035851640221060264	46.0	False
MMP24	10893	2	0.2942020029586559	False	0.03529064486588199	47.0	False
TRIM67	440730	2	0.2942020029586559	False	0.03521885065949546	48.0	False
PGR	5241	2	0.2942020029586559	False	0.035182802413033516	49.0	False
DISP3	57540	2	0.2942020029586559	False	0.03367289269661392	50.0	False
ACR	49	2	0.2942020029586559	False	0.0335004324582275	51.0	False
CACNG8	59283	2	0.2942020029586559	False	0.033444744816960956	52.0	False
SPINK8	646424	2	0.2942020029586559	False	0.0332361301856949	53.0	False
ASPHD2	57168	2	0.2942020029586559	False	0.033035741901800295	54.0	False
LRRC55	219527	2	0.2942020029586559	False	0.03292746101809612	55.0	False
STRA6	64220	2	0.2942020029586559	False	0.031031782914337225	56.0	False
SLC5A7	60482	2	0.2942020029586559	False	0.030862400922063996	57.0	False
SCRN1	9805	2	0.2942020029586559	False	0.03001672548968628	58.0	False
MYL1	4632	2	0.2942020029586559	False	0.029263346675026187	59.0	False
LHX3	8022	2	0.2942020029586559	False	0.029175429750803936	60.0	False
