cell_type	beta	se	z	p	q	sig_pct	trait	discovery
chondrocyte	-1.4350376028597056	3.0916096778337288	-0.4641716621437242	0.8130309123250903	0.9999981516497144	0.0	PASS_IBD_deLange2017	False
bulge keratinocyte	-2.4972258680711907	5.133552120677567	-0.4864518386815534	0.8740769655292749	0.9999981516497144	0.0	PASS_IBD_deLange2017	False
neuroepithelial cell	-7.414798019097351	6.2520801223796445	-1.185972968029584	0.9843909869201224	0.9999981516497144	0.0	PASS_IBD_deLange2017	False
hepatocyte	-2.2076730190853926	4.255046888165415	-0.5188363552997748	0.810737045418468	0.9999981516497144	0.0	PASS_IBD_deLange2017	False
neuronal stem cell	-4.899684984321656	1.3871416087117994	-3.5322168649182544	0.9999981516497144	0.9999981516497144	0.0	PASS_IBD_deLange2017	False
endothelial cell of hepatic sinusoid	-0.1823751220786661	5.228631289970443	-0.0348800884905573	0.6215983927899935	0.9999981516497144	0.0	PASS_IBD_deLange2017	False
ventricular myocyte	-8.72132201403383	4.230111056386285	-2.0617241244451665	0.996933122608713	0.9999981516497144	0.0	PASS_IBD_deLange2017	False
macrophage	66.22990123642536	5.20590573792515	12.722070773187252	2.49950702795068e-63	2.9994084335408157e-61	0.9194932570494484	UKB_460K.blood_MONOCYTE_COUNT	True
myeloid cell	97.8265567864487	7.764088005470905	12.59987737355836	8.690435652705853e-60	5.214261391623512e-58	0.8888888888888888	UKB_460K.blood_MONOCYTE_COUNT	True
promonocyte	110.84964036109768	8.639870910582815	12.830011178213327	5.130912362017304e-57	2.0523649448069208e-55	0.9802955665024632	UKB_460K.blood_MONOCYTE_COUNT	True
fibrocyte	62.32218514124201	5.125086231587591	12.160221765075857	1.0890891315039676e-44	3.2672673945119038e-43	0.6363636363636364	UKB_460K.blood_MONOCYTE_COUNT	True
proerythroblast	48.88769922762568	4.274402470030863	11.437317746841158	7.891184015270971e-44	1.8938841636650328e-42	0.9439252336448598	UKB_460K.blood_MONOCYTE_COUNT	True
intermediate monocyte	156.77586556638977	12.80962997207416	12.23890665914406	1.6009958658826387e-39	3.201991731765278e-38	1.0	UKB_460K.blood_MONOCYTE_COUNT	True
classical monocyte	154.49723727711847	13.21968944536387	11.686903683754878	3.412397531752338e-38	5.8498243401468645e-37	1.0	UKB_460K.blood_MONOCYTE_COUNT	True
leukocyte	49.80356063592242	4.590493678575328	10.849282043098052	6.762177436108594e-38	1.014326615416289e-36	0.8987341772151899	UKB_460K.blood_MONOCYTE_COUNT	True
myeloid leukocyte	70.17541268497408	7.084994747371859	9.904793890073844	8.974501459126664e-36	1.1966001945502219e-34	0.9282296650717704	UKB_460K.blood_MONOCYTE_COUNT	True
non-classical monocyte	172.423962383108	15.735178240864112	10.957865220447555	1.667567877869144e-34	2.0010814534429733e-33	0.9932885906040269	UKB_460K.blood_MONOCYTE_COUNT	True
hematopoietic stem cell	58.36700880923968	6.09412755363053	9.577582401350949	7.247908017437684e-32	7.906808746295655e-31	0.9900181488203268	UKB_460K.blood_MONOCYTE_COUNT	True
B cell	115.04094721250232	13.310431959938684	8.642916139667662	2.035085171886467e-28	2.0350851718864668e-27	0.9474151714336472	UKB_460K.blood_MONOCYTE_COUNT	True
monocyte	63.27746197769703	7.527433825447228	8.406246198243732	9.263565589105004e-28	8.550983620712311e-27	0.9391100702576112	UKB_460K.blood_MONOCYTE_COUNT	True
naive B cell	108.26240199180222	12.801542730017278	8.456980871371595	5.455005309391257e-27	4.675718836621077e-26	0.9384927340317676	UKB_460K.blood_MONOCYTE_COUNT	True
granulocyte	95.7587367011742	11.296648614937528	8.476738541247773	1.604832242319723e-23	1.2838657938557784e-22	0.9979770734996628	UKB_460K.blood_MONOCYTE_COUNT	True
immature B cell	103.71831913916232	12.740918925878711	8.140568175855426	1.0098745852951454e-21	7.574059389713591e-21	0.9864176570458404	UKB_460K.blood_MONOCYTE_COUNT	True
neutrophil	81.93249850874707	10.877548520826863	7.532257691323902	4.793212491652721e-19	3.383444111754861e-18	0.9869281045751634	UKB_460K.blood_MONOCYTE_COUNT	True
myeloid dendritic cell	57.85833217966024	7.458375089836994	7.75749831333902	2.2303469378033352e-18	1.486897958535557e-17	0.970509383378016	UKB_460K.blood_MONOCYTE_COUNT	True
megakaryocyte-erythroid progenitor cell	29.733222886224112	3.903314209686803	7.617430032262217	7.404885503265035e-18	4.676769791535811e-17	0.95	UKB_460K.blood_MONOCYTE_COUNT	True
lung macrophage	77.54506508284348	10.047328782089174	7.71797825717407	1.4422881468042933e-17	8.65372888082576e-17	1.0	UKB_460K.blood_MONOCYTE_COUNT	True
mature alpha-beta T cell	60.08639890354279	8.473181499519027	7.091362188683617	5.4951555712674483e-17	3.140088897867113e-16	0.906060606060606	UKB_460K.blood_MONOCYTE_COUNT	True
DN4 thymocyte	65.13515952093803	9.807252745413615	6.641529611990334	1.1551748011864418e-15	6.3009534610169554e-15	0.9151480637813212	UKB_460K.blood_MONOCYTE_COUNT	True
microglial cell	41.76053902427624	6.910110724356813	6.043396508405916	4.832495834882933e-15	2.52130217472153e-14	0.98296653602653	UKB_460K.blood_MONOCYTE_COUNT	True
granulocyte monocyte progenitor cell	33.39274251756417	4.984962212783449	6.698695214164662	1.3499188370631326e-14	6.749594185315662e-14	1.0	UKB_460K.blood_MONOCYTE_COUNT	True
NK cell	53.19431691629818	8.170945807579365	6.510178646265792	1.514530091582117e-14	7.269744439594162e-14	0.8985176738882554	UKB_460K.blood_MONOCYTE_COUNT	True
basophil	19.36263421604561	2.8779173539561893	6.728002174707469	3.134145338801905e-14	1.4465286179085714e-13	0.9859154929577464	UKB_460K.blood_MONOCYTE_COUNT	True
granulocytopoietic cell	51.30362804101175	7.86883235372035	6.519852722082154	1.1012126384862413e-13	4.894278393272183e-13	1.0	UKB_460K.blood_MONOCYTE_COUNT	True
CD4-positive, alpha-beta T cell	55.40308743581966	9.08977639507631	6.095099046202065	5.528560525489339e-13	2.3693830823525737e-12	0.8136752136752137	UKB_460K.blood_MONOCYTE_COUNT	True
T cell	38.30645610265535	6.551319551895638	5.8471359547056885	5.112067729900439e-12	2.115338370993285e-11	0.8758465011286681	UKB_460K.blood_MONOCYTE_COUNT	True
CD8-positive, alpha-beta T cell	57.39762056100261	10.41379550810536	5.511690767917267	1.221248877638831e-10	4.884995510555324e-10	0.897196261682243	UKB_460K.blood_MONOCYTE_COUNT	True
professional antigen presenting cell	28.637328013196008	4.733493213476208	6.049935369436216	2.064127819942929e-10	7.990172206230694e-10	0.2	UKB_460K.blood_MONOCYTE_COUNT	True
mature NK T cell	48.23823107038153	9.097512041148033	5.302354187848292	1.0143888528400275e-09	3.8039581981501045e-09	0.8994974874371859	UKB_460K.blood_MONOCYTE_COUNT	True
atrial myocyte	36.47739239587885	6.614347539489569	5.514888986116659	3.184371028509255e-09	1.1579531012760926e-08	0.1836228287841191	UKB_460K.blood_MONOCYTE_COUNT	True
lymphoid progenitor cell	37.642974853515625	7.066814083984976	5.326724943680527	5.1933822717192143e-08	1.8329584488420757e-07	0.0	UKB_460K.blood_MONOCYTE_COUNT	True
precursor B cell	51.22585898075852	12.210268414903206	4.19530981958062	2.4175697367610213e-06	8.288810526037787e-06	0.8726635514018691	UKB_460K.blood_MONOCYTE_COUNT	True
plasmacytoid dendritic cell	38.5756855273185	9.386707326947697	4.109607787234831	1.2602721435200092e-05	4.200907145066698e-05	1.0	UKB_460K.blood_MONOCYTE_COUNT	True
bronchial smooth muscle cell	40.13555330545121	10.889853417191524	3.685591694199508	2.1726238538267343e-05	7.046347634032651e-05	0.7987718469532357	UKB_460K.blood_MONOCYTE_COUNT	True
late pro-B cell	23.23247120058512	6.237494656668992	3.7246478721621785	3.327101089170476e-05	0.0001050663501843	0.9683698296836984	UKB_460K.blood_MONOCYTE_COUNT	True
pulmonary interstitial fibroblast	16.143538889603377	5.045771396532921	3.199419399122206	0.0001444914176848	0.0004445889774917	0.08	UKB_460K.blood_MONOCYTE_COUNT	True
endothelial cell of coronary artery	39.44420122105082	12.29829365679958	3.2072905658129724	0.0002465243033329	0.0007395729099988	0.726800296956199	UKB_460K.blood_MONOCYTE_COUNT	True
endothelial cell	26.464983024666275	7.708383208287525	3.4332728809087927	0.0002811125148298	0.0008227683360874	0.4646915584415584	UKB_460K.blood_MONOCYTE_COUNT	True
epithelial cell of thymus	16.01403440207227	4.443784713550116	3.603692670628668	0.0007122673809109	0.0020350496597454	0.0787878787878787	UKB_460K.blood_MONOCYTE_COUNT	True
valve cell	25.25585529653753	8.541046609890776	2.9569977135226644	0.0008500797448875	0.0023723155671281	0.9492063492063492	UKB_460K.blood_MONOCYTE_COUNT	True
thymocyte	27.26920913887216	9.304984325136124	2.9306023724519528	0.0009135969280697	0.0024916279856448	0.7975384615384615	UKB_460K.blood_MONOCYTE_COUNT	True
regulatory T cell	34.851755634514646	11.598655217532924	3.004810038825151	0.0009521136880399	0.0025389698347731	0.4680851063829787	UKB_460K.blood_MONOCYTE_COUNT	True
dendritic cell	19.808398687674902	7.183334222240853	2.7575493600652266	0.0017009104576633	0.0044371577156435	0.9193548387096774	UKB_460K.blood_MONOCYTE_COUNT	True
Kupffer cell	16.823200291241495	6.20430361786653	2.7115372372808664	0.0021709853029111	0.005542941198922	0.8854961832061069	UKB_460K.blood_MONOCYTE_COUNT	True
aortic endothelial cell	29.556151702810517	10.656785700472074	2.7734583891933977	0.0029567751108004	0.0073919377770012	0.3618843683083512	UKB_460K.blood_MONOCYTE_COUNT	True
plasma cell	18.875317944393466	7.282721274533692	2.591794637314613	0.0040367017959045	0.0098858003165009	1.0	UKB_460K.blood_MONOCYTE_COUNT	True
vein endothelial cell	28.410644405073697	12.070501004509673	2.3537253668641567	0.007618244676286	0.0182837872230864	0.5592105263157895	UKB_460K.blood_MONOCYTE_COUNT	True
epithelial cell	12.936136182359771	3.794146039954852	3.409498750478699	0.008425468960876	0.01982463284912	0.0258215962441314	UKB_460K.blood_MONOCYTE_COUNT	True
smooth muscle cell of the pulmonary artery	22.4355553362752	9.865449172033404	2.274154470318043	0.0103247673588848	0.0237652310583598	0.7297297297297297	UKB_460K.blood_MONOCYTE_COUNT	True
epithelial cell of proximal tubule	10.68130768077888	4.330014692811273	2.46680633636465	0.0104963103841089	0.0237652310583598	0.0305343511450381	UKB_460K.blood_MONOCYTE_COUNT	True
fenestrated cell	24.68105223197987	11.656105973293997	2.1174354701757268	0.0195890467589017	0.0435312150197817	0.503731343283582	UKB_460K.blood_MONOCYTE_COUNT	True
lymphocyte	11.504876136779783	5.729961141351439	2.007845402956137	0.0218233940098141	0.0476146778395944	0.0	UKB_460K.blood_MONOCYTE_COUNT	True
mesenchymal stem cell of adipose	15.063254973339752	7.031640036327918	2.1422107638499264	0.0254981562320302	0.0546389062114933	0.1364884851045848	UKB_460K.blood_MONOCYTE_COUNT	True
respiratory basal cell	11.060778649265812	5.600081268368619	1.9751103812977289	0.0307653494172795	0.0647691566679569	0.0588235294117647	UKB_460K.blood_MONOCYTE_COUNT	True
endothelial cell of hepatic sinusoid	12.71857024429065	7.465493671968121	1.7036475822151045	0.0482254820394181	0.0997768593918996	0.7163695299837926	UKB_460K.blood_MONOCYTE_COUNT	True
early pro-B cell	10.436220641967186	5.932768377019869	1.7590810863931752	0.0508111912671681	0.1033447957976302	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
kidney interstitial fibroblast	14.72816744864155	11.558543349331943	1.2742234902370118	0.0995758367127332	0.1991516734254664	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
keratinocyte stem cell	8.008794217229216	6.28347499897624	1.274580422224021	0.1200662666263487	0.2361959343469156	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
smooth muscle cell	7.729064813557473	6.240227623140504	1.2385870003997843	0.1432930720172593	0.2773414297108246	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
epidermal cell	8.299280383422538	7.131751227145712	1.1637086206586735	0.1531497791029997	0.2917138649580946	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
bladder cell	6.027001017450348	5.3501032549399135	1.1265205044193185	0.1907592564410578	0.3576736058269834	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
fibroblast of cardiac tissue	9.75727721930961	8.400471869953536	1.161515373226716	0.2105492737185328	0.3887063514803683	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
pericyte cell	3.262937742510805	3.185411534323861	1.024337893974318	0.2196489021609418	0.3993616402926214	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
endocardial cell	6.481020892565626	10.148878396550405	0.6385947923830204	0.3068570463157015	0.5495947098191669	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
endothelial cell of lymphatic vessel	3.0939649268774554	5.2724418571176335	0.586818216440016	0.3259190638277873	0.57515128910786	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
pancreatic stellate cell	2.9900227265887565	7.491262921810293	0.3991346663168786	0.3960474675031143	0.6887782043532423	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
skeletal muscle satellite cell	4.4603265131209655	8.387151246882961	0.5318047072036076	0.4538137778716216	0.7779664763513512	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
mesenchymal stem cell	6.936449868415417	10.06588473649902	0.6891048377758356	0.4869374270188616	0.8125818540463853	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
smooth muscle cell of trachea	5.522229345308018	4.965910437922664	1.1120275756761475	0.5010921433286043	0.8125818540463853	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
intestinal crypt stem cell	2.124374643212806	5.5813348223744725	0.3806212511560149	0.4994661495914209	0.8125818540463853	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
pancreatic ductal cell	0.7075000664260199	4.496594737716775	0.1573413010720342	0.4916083689566112	0.8125818540463853	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
stromal cell	3.6246412329134623	7.071637758273561	0.5125603653372605	0.5304858959261998	0.8487774334819196	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
basal cell of epidermis	3.674898241805377	5.597642327870168	0.6565082273135571	0.5387614336453853	0.8506759478611348	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
oligodendrocyte precursor cell	-0.2352460570889867	5.250304007427074	-0.0448061782243862	0.5608789246055292	0.8740970253592663	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
enterocyte of epithelium of large intestine	2.3300459113596013	5.211755777556829	0.4470750378199575	0.5854589459762055	0.9007060707326239	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
fibroblast	3.1282837358984725	6.9309783448814	0.4513480752985965	0.6478569483632057	0.9630292094632268	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
adventitial cell	2.224060659414444	8.345456172172684	0.2664995913381478	0.639507150425783	0.9630292094632268	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
luminal epithelial cell of mammary gland	-0.1411207060712607	4.468209406085801	-0.0315832793957801	0.6500447163876781	0.9630292094632268	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
type II pneumocyte	-0.3914869606703952	3.884177565721583	-0.1007901812021477	0.6806008589228952	0.9960012569603344	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
bladder urothelial cell	-7.0337198184323535	6.218495880400541	-1.1310966435792351	0.9496430034174408	0.9999999999626684	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
chondrocyte	-6.8552632306454	4.636118726855819	-1.4786642954018108	0.980033445719482	0.9999999999626684	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
bulge keratinocyte	-0.9169640602034042	8.456230594730629	-0.1084365013384091	0.7409292940907977	0.9999999999626684	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
brain pericyte	-0.8756088062555674	4.885405535584623	-0.1792295030326045	0.7962943619989498	0.9999999999626684	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
kidney loop of Henle ascending limb epithelial cell	-4.443505286061464	4.277628969786076	-1.0387776306563783	0.9443440733733324	0.9999999999626684	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
basal cell	-1.26823834618939	7.74152152965236	-0.1638228791758383	0.704047741555553	0.9999999999626684	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
astrocyte	-14.960224147363215	5.567800548524918	-2.6869181137112825	0.9994978241318664	0.9999999999626684	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
secretory cell	-2.61506628092315	4.834613275774388	-0.5409049559407169	0.8037761115401518	0.9999999999626684	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
Brush cell of epithelium proper of large intestine	-8.295685785260213	7.246620866521419	-1.144766083125082	0.980585369861796	0.9999999999626684	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
type I pneumocyte	-4.343343703608501	4.629620693864359	-0.9381640507536048	0.9127495732890644	0.9999999999626684	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
Bergmann glial cell	-21.298658482426863	4.367173760658368	-4.87698902074737	0.9999999343070568	0.9999999999626684	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
basal epithelial cell of tracheobronchial tree	-5.0459966821050815	2.329339452163502	-2.1662779451995866	0.9999883166006092	0.9999999999626684	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
pancreatic acinar cell	-1.6347168837116994	3.8030265306180056	-0.4298463001902992	0.8307425007766063	0.9999999999626684	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
oligodendrocyte	-4.79354767351869	6.175163557887868	-0.77626246310442	0.8697491018490013	0.9999999999626684	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
pancreatic D cell	-13.314589689782048	3.3746717757387827	-3.945447312981192	0.999996891850526	0.9999999999626684	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
large intestine goblet cell	-3.4901919623234336	5.00793607627682	-0.6969322110273896	0.9190392645615268	0.9999999999626684	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
kidney collecting duct epithelial cell	-7.536248383642999	5.084993667004497	-1.482056591838885	0.9650382944750836	0.9999999999626684	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
keratinocyte	-0.0333778759507041	4.448531620026874	-0.0075031221089763	0.7511564013614057	0.9999999999626684	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
lung neuroendocrine cell	-14.894020755940469	4.197369725580253	-3.548417635256443	0.9999582664670704	0.9999999999626684	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
interneuron	-7.233983542281127	10.87620461496446	-0.665120214116601	0.8714149578952786	0.9999999999626684	0.0	UKB_460K.blood_MONOCYTE_COUNT	False
